id,pubMedId,publishedDateForPrint,title,authors,openAccess
736624803,31543264,2019 10 03,Sour Sensing from the Tongue to the Brain.,Zhang J; Jin H; Zhang W; Ding C; O'Keeffe S; Ye M; Zuker CS,False
737402315,32084332,2020 03 05,TACAN is an ion channel involved in sensing mechanical pain.,Beaulieu-Laroche L; Christin M; Donoghue A; Agosti F; Yousefpour N; Petitjean H; Davidova A; Stanton C; Khan U; Dietz C; Faure E; Fatima T; MacPherson A; Mouchbahani-Constance S; Bisson DG; Haglund L; Ouellet JA; Stone LS; Samson J; Smith MJ; Ask K; Ribeiro-da-Silva A; Blunck R; Poole K; Bourinet E; Sharif-Naeini R,False
737324634,32032505,2020 02 20,Posttranslational modifications mediate the structural diversity of tauopathy strains.,Arakhamia T; Lee CE; Carlomagno Y; Duong DM; Kundinger SR; Wang K; Williams D; DeTure M; Dickson DW; Cook CN; Seyfried NT; Petrucelli L; Fitzpatrick AWP,False
735130967,30799036,2019 03 07,Extensive heterogeneity and intrinsic variation in spatial genome organization.,Finn EH; Pegoraro G; Brandão HB; Valton AL; Oomen ME; Dekker J; Mirny L; Misteli T,False
736550303,31491388,2019 09 05,A Pan-cancer Transcriptome Analysis Reveals Pervasive Regulation through Alternative Promoters.,Demircioğlu D; Cukuroglu E; Kindermans M; Nandi T; Calabrese C; Fonseca NA; Kahles A; Lehmann KV; Stegle O; Brazma A; Brooks AN; Rätsch G; Tan P; Göke J,False
735478705,30955891,2019 04 18,Somatic mutations increase hepatic clonal fitness and regeneration in chronic liver disease.,Zhu M; Lu T; Jia Y; Luo X; Gopal P; Li L; Odewole M; Renteria V; Singal AG; Jang Y; Ge K; Wang SC; Sorouri M; Parekh JR; MacConmara MP; Yopp AC; Wang T; Zhu H,False
736952961,31761536,2019 11 27,Transcription increases the cooperativity of ribonucleoprotein assembly.,Rodgers ML; Woodson SA,False
718702939,3955651,1986 Mar 28,Genetic control of programmed cell death in the nematode C. elegans.,Ellis HM; Horvitz HR,False
727481926,28388412,2017 04 06,ESCRT-III Acts Downstream of MLKL to Regulate Necroptotic Cell Death and Its Consequences.,Gong YN; Guy C; Olauson H; Becker JU; Yang M; Fitzgerald P; Linkermann A; Green DR,False
718691598,9753320,1998 Sep 18,Apaf1 (CED-4 homolog) regulates programmed cell death in mammalian development.,Cecconi F; Alvarez-Bolado G; Meyer BI; Roth KA; Gruss P,False
718691597,9753321,1998 Sep 18,Apaf1 is required for mitochondrial pathways of apoptosis and brain development.,Yoshida H; Kong YY; Yoshida R; Elia AJ; Hakem A; Hakem R; Penninger JM; Mak TW,False
718691690,9708735,1998 Aug 07,Reduced apoptosis and cytochrome c-mediated caspase activation in mice lacking caspase 9.,Kuida K; Haydar TF; Kuan CY; Gu Y; Taya C; Karasuyama H; Su MS; Rakic P; Flavell RA,False
718691689,9708736,1998 Aug 07,Differential requirement for caspase 9 in apoptotic pathways in vivo.,Hakem R; Hakem A; Duncan GS; Henderson JT; Woo M; Soengas MS; Elia A; de la Pompa JL; Kagi D; Khoo W; Potter J; Yoshida R; Kaufman SA; Lowe SW; Penninger JM; Mak TW,False
718178633,24238962,2013 Nov 21,Programmed cell senescence during mammalian embryonic development.,Muñoz-Espín D; Cañamero M; Maraver A; Gómez-López G; Contreras J; Murillo-Cuesta S; Rodríguez-Baeza A; Varela-Nieto I; Ruberte J; Collado M; Serrano M,False
718178634,24238961,2013 Nov 21,Senescence is a developmental mechanism that contributes to embryonic growth and patterning.,Storer M; Mas A; Robert-Moreno A; Pecoraro M; Ortells MC; Di Giacomo V; Yosef R; Pilpel N; Krizhanovsky V; Sharpe J; Keyes WM,False
718696049,8402909,1993 Oct 22,"Bcl-2-deficient mice demonstrate fulminant lymphoid apoptosis, polycystic kidneys, and hypopigmented hair.",Veis DJ; Sorenson CM; Shutter JR; Korsmeyer SJ,False
737069939,31835032,2019 12 12,Structural basis of poxvirus transcription: vaccinia RNA polymerase complexes.,Grimm C; Hillen HS; Bedenk K; Bartuli J; Neyer S; Zhang Q; Hüttenhofer A; Erlacher M; Dienemann C; Schlosser A; Urlaub H; Böttcher B; Szalay AA; Cramer P; Fischer U,False
737069938,31835031,2019 12 12,Structural basis of poxvirus transcription: transcribing and capping vaccinia complexes.,Hillen HS; Bartuli J; Grimm C; Dienemann C; Bedenk K; Szalay AA; Fischer U; Cramer P,False
735170997,30827683,2019 03 07,Higher-Order Clustering of the Transmembrane Anchor of DR5 Drives Signaling.,Pan L; Fu TM; Zhao W; Zhao L; Chen W; Qiu C; Liu W; Liu Z; Piai A; Fu Q; Chen S; Wu H; Chou JJ,False
737252726,31978342,2020 01 23,Establishing or Exaggerating Causality for the Gut Microbiome: Lessons from Human Microbiota-Associated Rodents.,Walter J; Armet AM; Finlay BB; Shanahan F,False
737285168,32004458,2020 02 20,Identifying and interpreting apparent neanderthal ancestry in african individuals.,Chen L; Wolf AB; Fu W; Li L; Akey JM,False
737130540,31883794,2020 Jan 09,A Patient-Derived Glioblastoma Organoid Model and Biobank Recapitulates Inter- and Intra-tumoral Heterogeneity.,Jacob F; Salinas RD; Zhang DY; Nguyen PTT; Schnoll JG; Wong SZH; Thokala R; Sheikh S; Saxena D; Prokop S; Liu DA; Qian X; Petrov D; Lucas T; Chen HI; Dorsey JF; Christian KM; Binder ZA; Nasrallah M; Brem S; O'Rourke DM; Ming GL; Song H,False
736625802,31543265,2019 10 03,Organization of chromatin by intrinsic and regulated phase separation.,Gibson BA; Doolittle LK; Schneider MWG; Jensen LE; Gamarra N; Henry L; Gerlich DW; Redding S; Rosen MK,False
735679550,31056282,2019 06 13,Physical principles of membrane shape regulation by the glycocalyx.,Shurer CR; Kuo JC; Roberts LM; Gandhi JG; Colville MJ; Enoki TA; Pan H; Su J; Noble JM; Hollander MJ; O'Donnell JP; Yin R; Pedram K; Möckl L; Kourkoutis LF; Moerner WE; Bertozzi CR; Feigenson GW; Reesink HL; Paszek MJ,False
736905351,31730853,2019 11 14,Genome-Scale Identification of Essential Metabolic Processes for Targeting the Plasmodium Liver Stage.,Stanway RR; Bushell E; Chiappino-Pepe A; Roques M; Sanderson T; Franke-Fayard B; Caldelari R; Golomingi M; Nyonda M; Pandey V; Schwach F; Chevalley S; Ramesar J; Metcalf T; Herd C; Burda PC; Rayner JC; Soldati-Favre D; Janse CJ; Hatzimanikatis V; Billker O; Heussler VT,False
737069523,31835037,2019 Dec 12,A Spatiotemporal Organ-Wide Gene Expression and Cell Atlas of the Developing Human Heart.,Asp M; Giacomello S; Larsson L; Wu C; Fürth D; Qian X; Wärdell E; Custodio J; Reimegård J; Salmén F; Österholm C; Ståhl PL; Sundström E; Åkesson E; Bergmann O; Bienko M; Månsson-Broberg A; Nilsson M; Sylvén C; Lundeberg J,False
736699585,31585080,2019 10 03,"Rare Pulmonary Neuroendocrine Cells Are Stem Cells Regulated by Rb, p53, and Notch.",Ouadah Y; Rojas ER; Riordan DP; Capostagno S; Kuo CS; Krasnow MA,False
736952988,31761535,2019 11 27,"The hyaluronidase, TMEM2, promotes ER homeostasis and longevity independent of the UPRER.",Schinzel RT; Higuchi-Sanabria R; Shalem O; Moehle EA; Webster BM; Joe L; Bar-Ziv R; Frankino PA; Durieux J; Pender C; Kelet N; Kumar SS; Savalia N; Chi H; Simic M; Nguyen NT; Dillin A,False
732124998,29149605,2017 Nov 16,Bias factor and therapeutic window correlate to predict safer opioid analgesics.,Schmid CL; Kennedy NM; Ross NC; Lovell KM; Yue Z; Morgenweck J; Cameron MD; Bannister TD; Bohn LM,False
733517590,29961576,2018 07 26,Recovering Gene Interactions from Single-Cell Data Using Data Diffusion.,van Dijk D; Sharma R; Nainys J; Yim K; Kathail P; Carr AJ; Burdziak C; Moon KR; Chaffer CL; Pattabiraman D; Bierie B; Mazutis L; Wolf G; Krishnaswamy S; Pe'er D,False
731996969,29033130,2017 Nov 02,Tumor and Microenvironment Evolution during Immunotherapy with Nivolumab.,Riaz N; Havel JJ; Makarov V; Desrichard A; Urba WJ; Sims JS; Hodi FS; Martín-Algarra S; Mandal R; Sharfman WH; Bhatia S; Hwu WJ; Gajewski TF; Slingluff CL; Chowell D; Kendall SM; Chang H; Shah R; Kuo F; Morris LGT; Sidhom JW; Schneck JP; Horak CE; Weinhold N; Chan TA,False
727716730,28622514,2017 Jun 15,Landscape of Infiltrating T Cells in Liver Cancer Revealed by Single-Cell Sequencing.,Zheng C; Zheng L; Yoo JK; Guo H; Zhang Y; Guo X; Kang B; Hu R; Huang JY; Zhang Q; Liu Z; Dong M; Hu X; Ouyang W; Peng J; Zhang Z,False
734323237,30388456,2018 11 01,Defining T Cell States Associated with Response to Checkpoint Immunotherapy in Melanoma.,Sade-Feldman M; Yizhak K; Bjorgaard SL; Ray JP; de Boer CG; Jenkins RW; Lieb DJ; Chen JH; Frederick DT; Barzily-Rokni M; Freeman SS; Reuben A; Hoover PJ; Villani AC; Ivanova E; Portell A; Lizotte PH; Aref AR; Eliane JP; Hammond MR; Vitzthum H; Blackmon SM; Li B; Gopalakrishnan V; Reddy SM; Cooper ZA; Paweletz CP; Barbie DA; Stemmer-Rachamimov A; Flaherty KT; Wargo JA; Boland GM; Sullivan RJ; Getz G; Hacohen N,False
734437947,30449619,2018 12 13,Genome-wide CRISPR Screens in Primary Human T Cells Reveal Key Regulators of Immune Function.,Shifrut E; Carnevale J; Tobin V; Roth TL; Woo JM; Bui CT; Li PJ; Diolaiti ME; Ashworth A; Marson A,False
734515510,30503207,2018 12 13,Spatiotemporal Control of CNS Myelination by Oligodendrocyte Programmed Cell Death through the TFEB-PUMA Axis.,Sun LO; Mulinyawe SB; Collins HY; Ibrahim A; Li Q; Simon DJ; Tessier-Lavigne M; Barres BA,False
737183601,31923400,2020 01 09,Adrenergic Signaling in Muscularis Macrophages Limits Infection-Induced Neuronal Loss.,Matheis F; Muller PA; Graves CL; Gabanyi I; Kerner ZJ; Costa-Borges D; Ahrends T; Rosenstiel P; Mucida D,False
735256266,30849373,2019 03 07,Induction of potent neutralizing antibody responses by a designed protein nanoparticle vaccine for respiratory syncytial virus.,Marcandalli J; Fiala B; Ols S; Perotti M; de van der Schueren W; Snijder J; Hodge E; Benhaim M; Ravichandran R; Carter L; Sheffler W; Brunner L; Lawrenz M; Dubois P; Lanzavecchia A; Sallusto F; Lee KK; Veesler D; Correnti CE; Stewart LJ; Baker D; Loré K; Perez L; King NP,False
736017290,31230713,2019 06 27,Glia Accumulate Evidence that Actions Are Futile and Suppress Unsuccessful Behavior.,Mu Y; Bennett DV; Rubinov M; Narayan S; Yang CT; Tanimoto M; Mensh BD; Looger LL; Ahrens MB,False
737069687,31835023,2019 Dec 12,Universal Principled Review: A Community-Driven Method to Improve Peer Review.,Krummel M; Blish C; Kuhns M; Cadwell K; Oberst A; Goldrath A; Ansel KM; Chi H; O'Connell R; Wherry EJ; Pepper M; Future Immunology Consortium,False
735408877,30929902,2019 04 18,Pathogenic E. coli Extracts Nutrients from Infected Host Cells Utilizing Injectisome Components.,Pal RR; Baidya AK; Mamou G; Bhattacharya S; Socol Y; Kobi S; Katsowich N; Ben-Yehuda S; Rosenshine I,False
727706083,28602351,2017 Jun 15,A Unique Microglia Type Associated with Restricting Development of Alzheimer's Disease.,Keren-Shaul H; Spinrad A; Weiner A; Matcovitch-Natan O; Dvir-Szternfeld R; Ulland TK; David E; Baruch K; Lara-Astaiso D; Toth B; Itzkovitz S; Colonna M; Schwartz M; Amit I,False
733247998,29775591,2018 05 17,Disease-Associated Microglia: A Universal Immune Sensor of Neurodegeneration.,Deczkowska A; Keren-Shaul H; Weiner A; Colonna M; Schwartz M; Amit I,False
736509489,31474372,2019 09 05,A Structure-Informed Atlas of Human-Virus Interactions.,Lasso G; Mayer SV; Winkelmann ER; Chu T; Elliot O; Patino-Galindo JA; Park K; Rabadan R; Honig B; Shapira SD,False
733393543,29887375,2018 07 12,SMCHD1 Merges Chromosome Compartments and Assists Formation of Super-Structures on the Inactive X.,Wang CY; Jégu T; Chu HP; Oh HJ; Lee JT,False
734690596,30595450,2019 01 10,The implication of early chromatin changes in X chromosome inactivation.,Żylicz JJ; Bousard A; Žumer K; Dossin F; Mohammad E; da Rocha ST; Schwalb B; Syx L; Dingli F; Loew D; Cramer P; Heard E,False
735454597,30955888,2019 05 16,Profiling of pluripotency factors in single cells and early embryos.,Hainer SJ; Bošković A; McCannell KN; Rando OJ; Fazzio TG,False
736625748,31539500,2019 09 19,Interspecies Competition Impacts Targeted Manipulation of Human Gut Bacteria by Fiber-Derived Glycans.,Patnode ML; Beller ZW; Han ND; Cheng J; Peters SL; Terrapon N; Henrissat B; Le Gall S; Saulnier L; Hayashi DK; Meynier A; Vinoy S; Giannone RJ; Hettich RL; Gordon JI,False
736598801,31522888,2019 09 19,A bacterial effector mimics a host HSP90 client to undermine immunity.,Lopez VA; Park BC; Nowak D; Sreelatha A; Zembek P; Fernandez J; Servage KA; Gradowski M; Hennig J; Tomchick DR; Pawłowski K; Krzymowska M; Tagliabracci VS,False
733949089,30193112,2018 09 06,Personalized Gut Mucosal Colonization Resistance to Empiric Probiotics Is Associated with Unique Host and Microbiome Features.,Zmora N; Zilberman-Schapira G; Suez J; Mor U; Dori-Bachash M; Bashiardes S; Kotler E; Zur M; Regev-Lehavi D; Brik RB; Federici S; Cohen Y; Linevsky R; Rothschild D; Moor AE; Ben-Moshe S; Harmelin A; Itzkovitz S; Maharshak N; Shibolet O; Shapiro H; Pevsner-Fischer M; Sharon I; Halpern Z; Segal E; Elinav E,False
736550339,31495570,2019 09 19,Migratory neural crest cells phagocytose dead cells in the developing nervous system.,Zhu Y; Crowley SC; Latimer AJ; Lewis GM; Nash R; Kucenas S,False
736210000,31327526,2019 07 25,A Bacterial Effector Reveals the V-ATPase-ATG16L1 Axis that Initiates Xenophagy.,Xu Y; Zhou P; Cheng S; Lu Q; Nowak K; Hopp AK; Li L; Shi X; Zhou Z; Gao W; Li D; He H; Liu X; Ding J; Hottiger MO; Shao F,False
735106501,30773319,2019 03 07,The root cap cuticle: A cell wall structure for seedling establishment and lateral root formation.,Berhin A; de Bellis D; Franke RB; Buono RA; Nowack MK; Nawrath C,False
736997202,31787378,2019 12 12,High-Throughput Mapping of B Cell Receptor Sequences to Antigen Specificity.,Setliff I; Shiakolas AR; Pilewski KA; Murji AA; Mapengo RE; Janowska K; Richardson S; Oosthuysen C; Raju N; Ronsard L; Kanekiyo M; Qin JS; Kramer KJ; Greenplate AR; McDonnell WJ; Graham BS; Connors M; Lingwood D; Acharya P; Morris L; Georgiev IS,False
737130847,31883793,2020 01 23,Saltatory Conduction along Myelinated Axons Involves a Periaxonal Nanocircuit.,Cohen CCH; Popovic MA; Klooster J; Weil MT; Möbius W; Nave KA; Kole MHP,False
737070537,31835030,2019 12 12,ParB-type DNA Segregation Proteins Are CTP-Dependent Molecular Switches.,Osorio-Valeriano M; Altegoer F; Steinchen W; Urban S; Liu Y; Bange G; Thanbichler M,False
733725075,30078711,2018 08 09,Deep Profiling of Mouse Splenic Architecture with CODEX Multiplexed Imaging.,Goltsev Y; Samusik N; Kennedy-Darling J; Bhate S; Hale M; Vazquez G; Black S; Nolan GP,False
733247968,29775597,2018 05 17,Mapping the Mouse Cell Atlas by Microwell-Seq.,Han X; Wang R; Zhou Y; Fei L; Sun H; Lai S; Saadatpour A; Zhou Z; Chen H; Ye F; Huang D; Xu Y; Huang W; Jiang M; Jiang X; Mao J; Chen Y; Lu C; Xie J; Fang Q; Wang Y; Yue R; Li T; Huang H; Orkin SH; Yuan GC; Chen M; Guo G,False
13489053,22265406,2012 Jan 20,A subpopulation of adult skeletal muscle stem cells retains all template DNA strands after cell division.,Rocheteau P; Gayraud-Morel B; Siegl-Cachedenier I; Blasco MA; Tajbakhsh S,False
736506864,31474362,2019 09 05,"LECT2, a ligand for tie1, plays a crucial role in liver fibrogenesis.",Xu M; Xu HH; Lin Y; Sun X; Wang LJ; Fang ZP; Su XH; Liang XJ; Hu Y; Liu ZM; Cheng Y; Wei Y; Li J; Li L; Liu HJ; Cheng Z; Tang N; Peng C; Li T; Liu T; Qiao L; Wu D; Ding YQ; Zhou WJ,False
737070164,31835033,2019 12 12,A Translation-Activating Function of MIWI/piRNA during Mouse Spermiogenesis.,Dai P; Wang X; Gou LT; Li ZT; Wen Z; Chen ZG; Hua MM; Zhong A; Wang L; Su H; Wan H; Qian K; Liao L; Li J; Tian B; Li D; Fu XD; Shi HJ; Zhou Y; Liu MF,False
734954432,30712869,2019 02 21,Identification of Enteroendocrine Regulators by Real-Time Single-Cell Differentiation Mapping.,Gehart H; van Es JH; Hamer K; Beumer J; Kretzschmar K; Dekkers JF; Rios A; Clevers H,False
732388946,29290467,2018 01 11,ATP Binding Enables Substrate Release from Multidrug Resistance Protein 1.,Johnson ZL; Chen J,False
733324420,29856953,2018 05 31,A Fine-Scale Functional Logic to Convergence from Retina to Thalamus.,Liang L; Fratzl A; Goldey G; Ramesh RN; Sugden AU; Morgan JL; Chen C; Andermann ML,False
727348990,28238471,2017 03 09,Structural basis of substrate recognition by the multidrug resistance protein MRP1.,Johnson ZL; Chen J,False
727835479,28735752,2017 Jul 27,Conformational Changes of CFTR upon Phosphorylation and ATP Binding.,Zhang Z; Liu F; Chen J,False
735911124,31178120,2019 06 13,Neuronal small rnas control behavior transgenerationally.,Posner R; Toker IA; Antonova O; Star E; Anava S; Azmon E; Hendricks M; Bracha S; Gingold H; Rechavi O,False
737130681,31883796,2020 01 23,In Situ Structure of an Intact Lipopolysaccharide-Bound Bacterial Surface Layer.,von Kügelgen A; Tang H; Hardy GG; Kureisaite-Ciziene D; Brun YV; Stansfeld PJ; Robinson CV; Bharat TAM,False
736942362,31761532,2019 11 27,Functional enhancers shape extrachromosomal oncogene amplifications.,Morton AR; Dogan-Artun N; Faber ZJ; MacLeod G; Bartels CF; Piazza MS; Allan KC; Mack SC; Wang X; Gimple RC; Wu Q; Rubin BP; Shetty S; Angers S; Dirks PB; Sallari RC; Lupien M; Rich JN; Scacheri PC,False
737032140,31813624,2020 01 09,Gut-Innervating Nociceptor Neurons Regulate Peyer's Patch Microfold Cells and SFB Levels to Mediate Salmonella Host Defense.,Lai NY; Musser MA; Pinho-Ribeiro FA; Baral P; Jacobson A; Ma P; Potts DE; Chen Z; Paik D; Soualhi S; Yan Y; Misra A; Goldstein K; Lagomarsino VN; Nordstrom A; Sivanathan KN; Wallrapp A; Kuchroo VK; Nowarski R; Starnbach MN; Shi H; Surana NK; An D; Wu C; Huh JR; Rao M; Chiu IM,False
734412932,30415835,2018 11 29,EMC is required to initiate accurate membrane protein topogenesis.,Chitwood PJ; Juszkiewicz S; Guna A; Shao S; Hegde RS,False
736470900,31442401,2019 08 22,Fasting-Refeeding Impacts Immune Cell Dynamics and Mucosal Immune Responses.,Nagai M; Noguchi R; Takahashi D; Morikawa T; Koshida K; Komiyama S; Ishihara N; Yamada T; Kawamura YI; Muroi K; Hattori K; Kobayashi N; Fujimura Y; Hirota M; Matsumoto R; Aoki R; Tamura-Nakano M; Sugiyama M; Katakai T; Sato S; Takubo K; Dohi T; Hase K,False
736362837,31398343,2019 08 08,Sex differences in intestinal carbohydrate metabolism promote food intake and sperm maturation.,Hudry B; de Goeij E; Mineo A; Gaspar P; Hadjieconomou D; Studd C; Mokochinski JB; Kramer HB; Plaçais PY; Preat T; Miguel-Aliaga I,False
736551495,31491387,2019 Sep 05,The ChAHP Complex Counteracts Chromatin Looping at CTCF Sites that Emerged from SINE Expansions in Mouse.,Kaaij LJT; Mohn F; van der Weide RH; de Wit E; Bühler M,False
732451017,29224778,2018 01 11,Rapid mobilization reveals a highly engraftable hematopoietic stem cell.,Hoggatt J; Singh P; Tate TA; Chou BK; Datari SR; Fukuda S; Liu L; Kharchenko PV; Schajnovitz A; Baryawno N; Mercier FE; Boyer J; Gardner J; Morrow DM; Scadden DT; Pelus LM,False
736700313,31587896,2019 10 17,Full-Length P2X7 Structures Reveal How Palmitoylation Prevents Channel Desensitization.,McCarthy AE; Yoshioka C; Mansoor SE,False
735530437,30982598,2019 05 16,A Single-Cell Atlas of the Tumor and Immune Ecosystem of Human Breast Cancer.,Wagner J; Rapsomaniki MA; Chevrier S; Anzeneder T; Langwieder C; Dykgers A; Rees M; Ramaswamy A; Muenst S; Soysal SD; Jacobs A; Windhager J; Silina K; van den Broek M; Dedes KJ; Rodríguez Martínez M; Weber WP; Bodenmiller B,False
736960920,31761534,2019 11 27,Omega-3 Fatty Acids Activate Ciliary FFAR4 to Control Adipogenesis.,Hilgendorf KI; Johnson CT; Mezger A; Rice SL; Norris AM; Demeter J; Greenleaf WJ; Reiter JF; Kopinke D; Jackson PK,False
736550317,31495573,2019 09 19,"Reconstruction of 1,000 Projection Neurons Reveals New Cell Types and Organization of Long-Range Connectivity in the Mouse Brain.",Winnubst J; Bas E; Ferreira TA; Wu Z; Economo MN; Edson P; Arthur BJ; Bruns C; Rokicki K; Schauder D; Olbris DJ; Murphy SD; Ackerman DG; Arshadi C; Baldwin P; Blake R; Elsayed A; Hasan M; Ramirez D; Dos Santos B; Weldon M; Zafar A; Dudman JT; Gerfen CR; Hantman AW; Korff W; Sternson SM; Spruston N; Svoboda K; Chandrashekar J,False
736596149,31522887,2019 09 19,The golgi outpost protein TPPP nucleates microtubules and is critical for myelination.,Fu MM; McAlear TS; Nguyen H; Oses-Prieto JA; Valenzuela A; Shi RD; Perrino JJ; Huang TT; Burlingame AL; Bechstedt S; Barres BA,False
734515512,30503212,2019 01 10,Oligopeptide Signaling through TbGPR89 Drives Trypanosome Quorum Sensing.,Rojas F; Silvester E; Young J; Milne R; Tettey M; Houston DR; Walkinshaw MD; Pérez-Pi I; Auer M; Denton H; Smith TK; Thompson J; Matthews KR,False
736905349,31730852,2019 Nov 14,Atoms to phenotypes: molecular design principles of cellular energy metabolism.,Singharoy A; Maffeo C; Delgado-Magnero KH; Swainsbury DJK; Sener M; Kleinekathöfer U; Vant JW; Nguyen J; Hitchcock A; Isralewitz B; Teo I; Chandler DE; Stone JE; Phillips JC; Pogorelov TV; Mallus MI; Chipot C; Luthey-Schulten Z; Tieleman DP; Hunter CN; Tajkhorshid E; Aksimentiev A; Schulten K,False
736842086,31675497,2019 10 31,Stress-Induced Metabolic Disorder in Peripheral CD4+ T Cells Leads to Anxiety-like Behavior.,Fan KQ; Li YY; Wang HL; Mao XT; Guo JX; Wang F; Huang LJ; Li YN; Ma XY; Gao ZJ; Chen W; Qian DD; Xue WJ; Cao Q; Zhang L; Shen L; Zhang L; Tong C; Zhong JY; Lu W; Lu L; Ren KM; Zhong G; Wang Y; Tang M; Feng XH; Chai RJ; Jin J,False
736905368,31730859,2019 11 14,A Compendium of Genetic Modifiers of Mitochondrial Dysfunction Reveals Intra-organelle Buffering.,To TL; Cuadros AM; Shah H; Hung WHW; Li Y; Kim SH; Rubin DHF; Boe RH; Rath S; Eaton JK; Piccioni F; Goodale A; Kalani Z; Doench JG; Root DE; Schreiber SL; Vafai SB; Mootha VK,False
736902289,31730849,2019 11 14,Genomes of Subaerial Zygnematophyceae Provide Insights into Land Plant Evolution.,Cheng S; Xian W; Fu Y; Marin B; Keller J; Wu T; Sun W; Li X; Xu Y; Zhang Y; Wittek S; Reder T; Günther G; Gontcharov A; Wang S; Li L; Liu X; Wang J; Yang H; Xu X; Delaux PM; Melkonian B; Wong GK; Melkonian M,False
736550278,31491386,2019 09 05,Single amino acid change underlies distinct roles of H2A.Z subtypes in human syndrome.,Greenberg RS; Long HK; Swigut T; Wysocka J,False
733715238,30057111,2018 08 23,Target-Based Discovery of an Inhibitor of the Regulatory Phosphatase PPP1R15B.,Krzyzosiak A; Sigurdardottir A; Luh L; Carrara M; Das I; Schneider K; Bertolotti A,False
735405036,30929900,2019 04 18,A common embryonic origin of stem cells drives developmental and adult neurogenesis.,Berg DA; Su Y; Jimenez-Cyrus D; Patel A; Huang N; Morizet D; Lee S; Shah R; Ringeling FR; Jain R; Epstein JA; Wu QF; Canzar S; Ming GL; Song H; Bond AM,False
727683251,28575670,2017 Jun 01,The Centrosome Is a Selective Condensate that Nucleates Microtubules by Concentrating Tubulin.,Woodruff JB; Ferreira Gomes B; Widlund PO; Mahamid J; Honigmann A; Hyman AA,False
733204766,29754820,2018 06 14,Interfaces of malignant and immunologic clonal dynamics in ovarian cancer.,Zhang AW; McPherson A; Milne K; Kroeger DR; Hamilton PT; Miranda A; Funnell T; Little N; de Souza CPE; Laan S; LeDoux S; Cochrane DR; Lim JLP; Yang W; Roth A; Smith MA; Ho J; Tse K; Zeng T; Shlafman I; Mayo MR; Moore R; Failmezger H; Heindl A; Wang YK; Bashashati A; Grewal DS; Brown SD; Lai D; Wan ANC; Nielsen CB; Huebner C; Tessier-Cloutier B; Anglesio MS; Bouchard-Côté A; Yuan Y; Wasserman WW; Gilks CB; Karnezis AN; Aparicio S; McAlpine JN; Huntsman DG; Holt RA; Nelson BH; Shah SP,False
735403474,30929899,2019 04 04,Mitochondrial permeability uncouples elevated autophagy and lifespan extension.,Zhou B; Kreuzer J; Kumsta C; Wu L; Kamer KJ; Cedillo L; Zhang Y; Li S; Kacergis MC; Webster CM; Fejes-Toth G; Naray-Fejes-Toth A; Das S; Hansen M; Haas W; Soukas AA,False
736626275,31539493,2019 Sep 19,"RNA Granules Hitchhike on Lysosomes for Long-Distance Transport, Using Annexin A11 as a Molecular Tether.",Liao YC; Fernandopulle MS; Wang G; Choi H; Hao L; Drerup CM; Patel R; Qamar S; Nixon-Abell J; Shen Y; Meadows W; Vendruscolo M; Knowles TPJ; Nelson M; Czekalska MA; Musteikyte G; Gachechiladze MA; Stephens CA; Pasolli HA; Forrest LR; St George-Hyslop P; Lippincott-Schwartz J; Ward ME,False
734957911,30712872,2019 02 21,Molecular Discrimination between Two Conformations of Sphingomyelin in Plasma Membranes.,Endapally S; Frias D; Grzemska M; Gay A; Tomchick DR; Radhakrishnan A,False
736361281,31398327,2019 08 08,T-Scan: A Genome-wide Method for the Systematic Discovery of T Cell Epitopes.,Kula T; Dezfulian MH; Wang CI; Abdelfattah NS; Hartman ZC; Wucherpfennig KW; Lyerly HK; Elledge SJ,False
736478100,31442408,2019 Aug 22,Dipeptidase-1 Is an Adhesion Receptor for Neutrophil Recruitment in Lungs and Liver.,Choudhury SR; Babes L; Rahn JJ; Ahn BY; Goring KR; King JC; Lau A; Petri B; Hao X; Chojnacki AK; Thanabalasuriar A; McAvoy EF; Tabariès S; Schraeder C; Patel KD; Siegel PM; Kopciuk KA; Schriemer DC; Muruve DA; Kelly MM; Yipp BG; Kubes P; Robbins SM; Senger DL,False
736733084,31607511,2019 Oct 17,Segmented filamentous bacteria prevent and cure rotavirus infection.,Shi Z; Zou J; Zhang Z; Zhao X; Noriega J; Zhang B; Zhao C; Ingle H; Bittinger K; Mattei LM; Pruijssers AJ; Plemper RK; Nice TJ; Baldridge MT; Dermody TS; Chassaing B; Gewirtz AT,False
736699594,31585084,2019 Oct 03,Neuromodulator signaling bidirectionally controls vesicle numbers in human synapses.,Patzke C; Brockmann MM; Dai J; Gan KJ; Grauel MK; Fenske P; Liu Y; Acuna C; Rosenmund C; Südhof TC,False
734380803,30415839,2018 12 13,"Scalable, Continuous Evolution of Genes at Mutation Rates above Genomic Error Thresholds.",Ravikumar A; Arzumanyan GA; Obadi MKA; Javanpour AA; Liu CC,False
